the_geom,OBJECTID,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.70137400874577 41.904629289848),1257,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70137401,41.90462929,2685
POINT (-87.70069407398715 41.90456277700592),1258,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70069407,41.90456278,2686
POINT (-87.70074116358909 41.90404833297606),1259,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70074116,41.90404833,2687
POINT (-87.70148960671366 41.903983408519395),1260,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70148961,41.90398341,2688
POINT (-87.704536587173 41.90532141410711),1261,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70453659,41.90532141,2689
POINT (-87.70523322746548 41.90197024054183),1262,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70523323,41.90197024,2690
POINT (-87.70420636559759 41.90129927179953),1263,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70420637,41.90129927,2691
POINT (-87.70554748774587 41.900766800010985),1264,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70554749,41.9007668,2692
POINT (-87.69840235077922 41.909009613911145),1265,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.69840235,41.90900961,2693
POINT (-87.6992721974522 41.908506813752986),1266,HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,-87.6992722,41.90850681,2694
POINT (-87.70366868773802 41.8987290844067),1267,HUMBOLDT (BARON VON),219,POOL (OUTDOOR),OUTDOOR,-87.70366869,41.89872908,2695
POINT (-87.69988668490201 41.909739875938435),1268,HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,-87.69988668,41.90973988,2696
POINT (-87.69931490084015 41.90807962967083),1269,HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,-87.6993149,41.90807963,2697
POINT (-87.70599856796389 41.903609548553746),1270,HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,-87.70599857,41.90360955,2698
POINT (-87.70338193881564 41.89884049524965),1271,HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,-87.70338194,41.8988405,2699
POINT (-87.69812621125574 41.905929511353115),1272,HUMBOLDT (BARON VON),219,VOLLEYBALL (SAND),OUTDOOR,-87.69812621,41.90592951,2700
POINT (-87.69955060138275 41.908036992562984),1273,HUMBOLDT (BARON VON),219,SPRAY FEATURE,OUTDOOR,-87.6995506,41.90803699,2701
POINT (-87.70335160346366 41.8985076544826),1274,HUMBOLDT (BARON VON),219,SPRAY FEATURE,OUTDOOR,-87.7033516,41.89850765,2702
POINT (-87.69751976732962 41.906076799575175),1276,HUMBOLDT (BARON VON),219,TENNIS COURT,OUTDOOR,-87.69751977,41.9060768,2704
POINT (-87.69734326144987 41.90608209927846),1277,HUMBOLDT (BARON VON),219,TENNIS COURT,OUTDOOR,-87.69734326,41.9060821,2705
POINT (-87.69732141925019 41.90574302725683),1278,HUMBOLDT (BARON VON),219,TENNIS COURT,OUTDOOR,-87.69732142,41.90574303,2706
POINT (-87.69750620206779 41.905750327726004),1279,HUMBOLDT (BARON VON),219,TENNIS COURT,OUTDOOR,-87.6975062,41.90575033,2707
POINT (-87.70530203095332 41.90523772645171),1281,HUMBOLDT (BARON VON),219,ARTIFICIAL TURF FIELD,OUTDOOR,-87.70530203,41.90523773,2709
POINT (-87.70360369912886 41.89850276005696),1283,HUMBOLDT (BARON VON),219,WATER SLIDE,OUTDOOR,-87.7036037,41.89850276,2711
POINT (-87.66940867371804 41.71179319575743),1284,HURLEY (TIMOTHY),178,PLAYGROUND,OUTDOOR,-87.66940867,41.7117932,2712
POINT (-87.72409951843171 41.95301081638053),1285,INDEPENDENCE,83,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.72409952,41.95301082,2713
POINT (-87.72475961569772 41.95315060843562),1286,INDEPENDENCE,83,FITNESS CENTER,INDOOR,-87.72475962,41.95315061,2714
POINT (-87.7247566649554 41.952736576518475),1287,INDEPENDENCE,83,GYMNASIUM,INDOOR,-87.72475666,41.95273658,2715
POINT (-87.72476132799575 41.95297061075216),1288,INDEPENDENCE,83,POOL (INDOOR),INDOOR,-87.72476133,41.95297061,2716
POINT (-87.72422461036705 41.9520796195346),1289,INDEPENDENCE,83,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72422461,41.95207962,2717
POINT (-87.72430066383838 41.95256993541816),1290,INDEPENDENCE,83,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72430066,41.95256994,2718
POINT (-87.72375694973162 41.9532770292553),1291,INDEPENDENCE,83,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72375695,41.95327703,2719
POINT (-87.72348448000152 41.952405791481375),1292,INDEPENDENCE,83,PLAYGROUND,OUTDOOR,-87.72348448,41.95240579,2720
POINT (-87.72472019663766 41.95347862770343),1293,INDEPENDENCE,83,SPRAY FEATURE,OUTDOOR,-87.7247202,41.95347863,2721
POINT (-87.7236166528479 41.952162847701196),1294,INDEPENDENCE,83,TENNIS COURT,OUTDOOR,-87.72361665,41.95216285,2722
POINT (-87.72312522935107 41.952170715838136),1295,INDEPENDENCE,83,TENNIS COURT,OUTDOOR,-87.72312523,41.95217072,2723
POINT (-87.72329019833455 41.9521689725503),1296,INDEPENDENCE,83,TENNIS COURT,OUTDOOR,-87.7232902,41.95216897,2724
POINT (-87.72345168267749 41.95216459145188),1297,INDEPENDENCE,83,TENNIS COURT,OUTDOOR,-87.72345168,41.95216459,2725
POINT (-87.69319384607545 42.00976937050062),1299,INDIAN BOUNDARY,165,PLAYGROUND,OUTDOOR,-87.69319385,42.00976937,2727
POINT (-87.69331051370483 42.0090606144925),1300,INDIAN BOUNDARY,165,VOLLEYBALL (SAND),OUTDOOR,-87.69331051,42.00906061,2728
POINT (-87.69268916590707 42.00993740621177),1301,INDIAN BOUNDARY,165,SPRAY FEATURE,OUTDOOR,-87.69268917,42.00993741,2729
POINT (-87.69467156274277 42.00891220105039),1302,INDIAN BOUNDARY,165,TENNIS COURT,OUTDOOR,-87.69467156,42.0089122,2730
POINT (-87.69466320145271 42.00925014337681),1303,INDIAN BOUNDARY,165,TENNIS COURT,OUTDOOR,-87.6946632,42.00925014,2731
POINT (-87.69466483840218 42.009584427486516),1304,INDIAN BOUNDARY,165,TENNIS COURT,OUTDOOR,-87.69466484,42.00958443,2732
POINT (-87.69466153186934 42.00991497024532),1305,INDIAN BOUNDARY,165,TENNIS COURT,OUTDOOR,-87.69466153,42.00991497,2733
POINT (-87.77816271774024 41.99300297080667),1306,INDIAN ROAD,1038,BASKETBALL COURT,OUTDOOR,-87.77816272,41.99300297,2734
POINT (-87.77817641114994 41.993391402369305),1307,INDIAN ROAD,1038,BASEBALL JR/SOFTBALL,OUTDOOR,-87.77817641,41.9933914,2735
POINT (-87.77877593018778 41.99282130231124),1308,INDIAN ROAD,1038,PLAYGROUND,OUTDOOR,-87.77877593,41.9928213,2736
POINT (-87.77888154291685 41.9931083113806),1309,INDIAN ROAD,1038,SPRAY FEATURE,OUTDOOR,-87.77888154,41.99310831,2737
POINT (-87.58569869663835 41.779516863336895),1310,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.5856987,41.77951686,2738
POINT (-87.58542942647172 41.77486301802318),1311,JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,-87.58542943,41.77486302,2739
POINT (-87.58554344113344 41.775649550964594),1312,JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,-87.58554344,41.77564955,2740
POINT (-87.57388546490647 41.78211164119076),1313,JACKSON (ANDREW),19,BEACH,OUTDOOR,-87.57388546,41.78211164,2741
POINT (-87.5789752147826 41.79089673592462),1314,JACKSON (ANDREW),19,BEACH,OUTDOOR,-87.57897521,41.79089674,2742
POINT (-87.57634124088199 41.77994575117688),1316,JACKSON (ANDREW),19,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.57634124,41.77994575,2744
POINT (-87.57931258511387 41.78918196111419),1317,JACKSON (ANDREW),19,BOWLING GREEN,SPECIAL,-87.57931259,41.78918196,2745
POINT (-87.57893261421256 41.78941887672242),1318,JACKSON (ANDREW),19,BOWLING GREEN,SPECIAL,-87.57893261,41.78941888,2746
POINT (-87.58283704388857 41.77911604439698),1319,JACKSON (ANDREW),19,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.58283704,41.77911604,2747
POINT (-87.57975292661114 41.78161896601968),1320,JACKSON (ANDREW),19,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.57975293,41.78161897,2748
POINT (-87.57837799678187 41.78507921500122),1321,JACKSON (ANDREW),19,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.578378,41.78507922,2749
POINT (-87.58537076659465 41.781655679678025),1322,JACKSON (ANDREW),19,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.58537077,41.78165568,2750
POINT (-87.58558364748342 41.7789570175193),1323,JACKSON (ANDREW),19,FITNESS CENTER,INDOOR,-87.58558365,41.77895702,2751
POINT (-87.5857742372771 41.78698731514623),1324,JACKSON (ANDREW),19,GARDEN,OUTDOOR,-87.58577424,41.78698732,2752
POINT (-87.58283989275755 41.78649774619193),1325,JACKSON (ANDREW),19,GARDEN,OUTDOOR,-87.58283989,41.78649775,2753
POINT (-87.58086027724381 41.7790993718258),1326,JACKSON (ANDREW),19,GOLF COURSE,OUTDOOR,-87.58086028,41.77909937,2754
POINT (-87.57774474561909 41.78359014105373),1327,JACKSON (ANDREW),19,GOLF DRIVING RANGE,OUTDOOR,-87.57774475,41.78359014,2755
POINT (-87.58547029224994 41.77878356634741),1328,JACKSON (ANDREW),19,GYMNASIUM,INDOOR,-87.58547029,41.77878357,2756
POINT (-87.57891521120506 41.78140090316035),1329,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.57891521,41.7814009,2757
POINT (-87.58119069881805 41.780730942754914),1330,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.5811907,41.78073094,2758
POINT (-87.5857501871885 41.78207090971747),1331,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58575019,41.78207091,2759
POINT (-87.57585548666407 41.773655064222666),1332,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.57585549,41.77365506,2760
POINT (-87.5859329982388 41.77920989386453),1333,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.585933,41.77920989,2761
POINT (-87.5854024370075 41.782827374953946),1334,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.58540244,41.78282737,2762
POINT (-87.5858539116147 41.79286945933036),1335,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.58585391,41.79286946,2763
POINT (-87.58501658647545 41.7930176594802),1336,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.58501659,41.79301766,2764
POINT (-87.58416492053185 41.778129964010674),1337,JACKSON (ANDREW),19,BASEBALL SR,OUTDOOR,-87.58416492,41.77812996,2765
POINT (-87.58576229210746 41.78102877937786),1338,JACKSON (ANDREW),19,BASEBALL SR,OUTDOOR,-87.58576229,41.78102878,2766
POINT (-87.58380476458879 41.77981539867042),1339,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58380476,41.7798154,2767
POINT (-87.58364777889284 41.779767921428814),1340,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58364778,41.77976792,2768
POINT (-87.58349565049781 41.77971332955983),1341,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58349565,41.77971333,2769
POINT (-87.58367580834059 41.779410775989604),1342,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58367581,41.77941078,2770
POINT (-87.58383262676551 41.779472545237375),1343,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58383263,41.77947255,2771
POINT (-87.58398969508474 41.77951287574943),1344,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.5839897,41.77951288,2772
POINT (-87.58417927164989 41.77922110243561),1345,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58417927,41.7792211,2773
POINT (-87.58402237030911 41.779166479235435),1346,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58402237,41.77916648,2774
POINT (-87.58384645853843 41.77910458568207),1347,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58384646,41.77910459,2775
POINT (-87.5853692827869 41.779518292603946),1348,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58536928,41.77951829,2776
POINT (-87.585541129067 41.779519411314624),1349,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.58554113,41.77951941,2777
POINT (-87.57929247754592 41.786416106987666),1350,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57929248,41.78641611,2778
POINT (-87.5791108969561 41.786429208105794),1351,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.5791109,41.78642921,2779
POINT (-87.5789388649263 41.78644237164113),1352,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57893886,41.78644237,2780
POINT (-87.57876201661355 41.786459076787395),1353,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57876202,41.78645908,2781
POINT (-87.57871808879527 41.786133619189094),1354,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57871809,41.78613362,2782
POINT (-87.57889493622268 41.78611691410221),1355,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57889494,41.78611691,2783
POINT (-87.57907178356224 41.786100208742276),1356,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57907178,41.78610021,2784
POINT (-87.57923895782933 41.78609415922611),1357,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57923896,41.78609416,2785
POINT (-87.57854215986379 41.786479071694124),1358,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57854216,41.78647907,2786
POINT (-87.57837016831627 41.78648866113932),1359,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57837017,41.78648866,2787
POINT (-87.57850296552502 41.78615721862084),1360,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.57850297,41.78615722,2788
POINT (-87.57831669507999 41.78616314066153),1361,JACKSON (ANDREW),19,TENNIS COURT,OUTDOOR,-87.5783167,41.78616314,2789
POINT (-87.58507519782658 41.78424323361716),1362,JACKSON (ANDREW),19,TRACK,OUTDOOR,-87.5850752,41.78424323,2790
POINT (-87.63895915461407 41.742207955785936),1363,JACKSON (MAHALIA),386,BASKETBALL COURT,OUTDOOR,-87.63895915,41.74220796,2791
POINT (-87.63916778466046 41.74209671798734),1364,JACKSON (MAHALIA),386,BASKETBALL COURT,OUTDOOR,-87.63916778,41.74209672,2792
POINT (-87.63974195565513 41.741568429796864),1365,JACKSON (MAHALIA),386,GYMNASIUM,INDOOR,-87.63974196,41.74156843,2793
POINT (-87.63989623488006 41.74286718052955),1366,JACKSON (MAHALIA),386,BASEBALL JR/SOFTBALL,OUTDOOR,-87.63989623,41.74286718,2794
POINT (-87.63942659551309 41.74230720758655),1367,JACKSON (MAHALIA),386,BASEBALL JR/SOFTBALL,OUTDOOR,-87.6394266,41.74230721,2795
POINT (-87.63835523625407 41.74249358811176),1368,JACKSON (MAHALIA),386,TENNIS COURT,OUTDOOR,-87.63835524,41.74249359,2796
POINT (-87.63846760001346 41.74235498261301),1369,JACKSON (MAHALIA),386,TENNIS COURT,OUTDOOR,-87.6384676,41.74235498,2797
POINT (-87.62085621614143 41.81589426987685),1370,JACKSON (ROBERT),1112,PLAYGROUND PARK,OUTDOOR,-87.62085622,41.81589427,2798
POINT (-87.69832130062873 41.966621473571465),1371,JACOB,156,PLAYGROUND PARK,OUTDOOR,-87.6983213,41.96662147,2799
POINT (-87.66109742509283 41.8437777413731),1372,JACOLIK (FLORIAN S.),1288,PLAYGROUND PARK,OUTDOOR,-87.66109743,41.84377774,2800
POINT (-87.66262925496231 42.015881303471545),1373,GRIFFIN (MARION MAHONY) BEACH,1257,BEACH,OUTDOOR,-87.66262925,42.0158813,2801
POINT (-87.7041012339557 41.88602715791912),1374,JEFFERSON (NANCY),338,BASKETBALL COURT,OUTDOOR,-87.70410123,41.88602716,2802
POINT (-87.70448162341539 41.88605719443887),1375,JEFFERSON (NANCY),338,PLAYGROUND,OUTDOOR,-87.70448162,41.88605719,2803
POINT (-87.64222197617353 41.85898268779781),1376,JEFFERSON (THOMAS),1113,PLAYGROUND,OUTDOOR,-87.64222198,41.85898269,2804
POINT (-87.76288904395622 41.968629359236466),1377,JEFFERSON (THOMAS) MEML.,94,GYMNASIUM,INDOOR,-87.76288904,41.96862936,2805
POINT (-87.7636376407402 41.96832491537395),1378,JEFFERSON (THOMAS) MEML.,94,BASEBALL JR/SOFTBALL,OUTDOOR,-87.76363764,41.96832492,2806
POINT (-87.76384542957403 41.96870707544756),1379,JEFFERSON (THOMAS) MEML.,94,POOL (OUTDOOR),OUTDOOR,-87.76384543,41.96870708,2807
POINT (-87.76327348145716 41.96825433247942),1380,JEFFERSON (THOMAS) MEML.,94,PLAYGROUND,OUTDOOR,-87.76327348,41.96825433,2808
POINT (-87.76316930638652 41.96874097246577),1381,JEFFERSON (THOMAS) MEML.,94,SPRAY FEATURE,OUTDOOR,-87.76316931,41.96874097,2809
POINT (-87.76457321158506 41.968045855901366),1382,JEFFERSON (THOMAS) MEML.,94,BASEBALL SR,OUTDOOR,-87.76457321,41.96804586,2810
POINT (-87.76290002998584 41.96793439119013),1383,JEFFERSON (THOMAS) MEML.,94,TENNIS COURT,OUTDOOR,-87.76290003,41.96793439,2811
POINT (-87.76307271267825 41.96794671206473),1384,JEFFERSON (THOMAS) MEML.,94,TENNIS COURT,OUTDOOR,-87.76307271,41.96794671,2812
POINT (-87.76323390271446 41.967956109861774),1385,JEFFERSON (THOMAS) MEML.,94,TENNIS COURT,OUTDOOR,-87.7632339,41.96795611,2813
POINT (-87.76339125298068 41.96796548746993),1386,JEFFERSON (THOMAS) MEML.,94,VOLLEYBALL,OUTDOOR,-87.76339125,41.96796549,2814
POINT (-87.7212325372019 41.96577494101422),1387,JENSEN (CHRIST),82,BASKETBALL COURT,OUTDOOR,-87.72123254,41.96577494,2815
POINT (-87.7212224196507 41.96524649303824),1388,JENSEN (CHRIST),82,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.72122242,41.96524649,2816
POINT (-87.72094670406753 41.96544884993328),1389,JENSEN (CHRIST),82,BASEBALL JR/SOFTBALL,OUTDOOR,-87.7209467,41.96544885,2817
POINT (-87.72088432431165 41.96617171352933),1390,JENSEN (CHRIST),82,PLAYGROUND,OUTDOOR,-87.72088432,41.96617171,2818
POINT (-87.72091584750616 41.965927911488826),1391,JENSEN (CHRIST),82,SPRAY FEATURE,OUTDOOR,-87.72091585,41.96592791,2819
POINT (-87.62895738369568 41.86625442136408),1392,JONES (MARY RICHARDSON),479,PLAYGROUND,OUTDOOR,-87.62895738,41.86625442,2820
POINT (-87.65407203163528 41.92830702638286),1393,JONQUIL,1270,BASEBALL JR/SOFTBALL,OUTDOOR,-87.65407203,41.92830703,2821
POINT (-87.65505530927484 41.92834587597481),1394,JONQUIL,1270,PLAYGROUND,OUTDOOR,-87.65505531,41.92834588,2822
POINT (-87.65541365964432 41.92866475390763),1395,JONQUIL,1270,TENNIS COURT,OUTDOOR,-87.65541366,41.92866475,2823
POINT (-87.6552366898852 41.92866565182263),1396,JONQUIL,1270,TENNIS COURT,OUTDOOR,-87.65523669,41.92866565,2824
POINT (-87.63431843658859 41.77777669239373),1397,JUNCTION GROVE,415,PLAYGROUND PARK,OUTDOOR,-87.63431844,41.77777669,2825
POINT (-87.6668238191029 41.948606491159964),1398,JUNIPER,392,PLAYGROUND PARK,OUTDOOR,-87.66682382,41.94860649,2826
POINT (-87.66696649673328 41.94865287157299),1399,JUNIPER,392,SPRAY FEATURE,OUTDOOR,-87.6669665,41.94865287,2827
POINT (-87.72972193681893 41.90659387331785),1400,KEDVALE,1039,ARTIFICIAL TURF FIELD,OUTDOOR,-87.72972194,41.90659387,2828
POINT (-87.72999148133731 41.90662539449008),1401,KEDVALE,1039,BASKETBALL COURT,OUTDOOR,-87.72999148,41.90662539,2829
POINT (-87.73047665945968 41.906644959091),1402,KEDVALE,1039,PLAYGROUND,OUTDOOR,-87.73047666,41.90664496,2830
POINT (-87.73056488455687 41.90676584337664),1403,KEDVALE,1039,SPRAY FEATURE,OUTDOOR,-87.73056488,41.90676584,2831
POINT (-87.72964590351404 41.86482190481881),1404,KEELER (CYRUS),1114,PLAYGROUND PARK,OUTDOOR,-87.7296459,41.8648219,2832
POINT (-87.70743238911857 41.89484484985147),1405,KELLS (GEORGE),1040,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70743239,41.89484485,2833
POINT (-87.70753243934607 41.8953179662809),1406,KELLS (GEORGE),1040,PLAYGROUND,OUTDOOR,-87.70753244,41.89531797,2834
POINT (-87.69370861741444 41.81798356327024),1407,KELLY (EDWARD),260,BASKETBALL COURT,OUTDOOR,-87.69370862,41.81798356,2835
POINT (-87.6930659026242 41.81863524113064),1408,KELLY (EDWARD),260,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.6930659,41.81863524,2836
POINT (-87.69298175129295 41.8190198387337),1410,KELLY (EDWARD),260,BASEBALL JR/SOFTBALL,OUTDOOR,-87.69298175,41.81901984,2838
POINT (-87.6921838807611 41.81833600015315),1411,KELLY (EDWARD),260,BASEBALL JR/SOFTBALL,OUTDOOR,-87.69218388,41.818336,2839
POINT (-87.6931735054088 41.81819367295926),1412,KELLY (EDWARD),260,BASEBALL JR/SOFTBALL,OUTDOOR,-87.69317351,41.81819367,2840
POINT (-87.69269467798335 41.81902175749127),1413,KELLY (EDWARD),260,PLAYGROUND,OUTDOOR,-87.69269468,41.81902176,2841
POINT (-87.69408305608115 41.81900485159303),1414,KELLY (EDWARD),260,BASEBALL SR,OUTDOOR,-87.69408306,41.81900485,2842
POINT (-87.6569981620013 41.9534829697349),1415,KELLY (JOHN),493,PLAYGROUND,OUTDOOR,-87.65699816,41.95348297,2843
POINT (-87.73856135014314 41.92917309195662),1416,KELVYN (WILLIAM),126,BASKETBALL COURT,OUTDOOR,-87.73856135,41.92917309,2844
POINT (-87.73815546822946 41.92971012006295),1417,KELVYN (WILLIAM),126,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.73815547,41.92971012,2845
POINT (-87.73813639850502 41.92918334874956),1418,KELVYN (WILLIAM),126,FITNESS CENTER,INDOOR,-87.7381364,41.92918335,2846
POINT (-87.73855890645358 41.92943615444121),1419,KELVYN (WILLIAM),126,BASEBALL JR/SOFTBALL,OUTDOOR,-87.73855891,41.92943615,2847
POINT (-87.73776906050121 41.92997644411353),1420,KELVYN (WILLIAM),126,BASEBALL JR/SOFTBALL,OUTDOOR,-87.73776906,41.92997644,2848
POINT (-87.73773493355122 41.92914536521562),1421,KELVYN (WILLIAM),126,PLAYGROUND,OUTDOOR,-87.73773493,41.92914537,2849
POINT (-87.73720615090508 41.92936923086831),1422,KELVYN (WILLIAM),126,VOLLEYBALL (SAND),OUTDOOR,-87.73720615,41.92936923,2850
POINT (-87.73886835120676 41.930294706398584),1423,KELVYN (WILLIAM),126,ARTIFICIAL TURF FIELD,OUTDOOR,-87.73886835,41.93029471,2851
POINT (-87.73710886687323 41.93007720637268),1424,KELVYN (WILLIAM),126,SPRAY FEATURE,OUTDOOR,-87.73710887,41.93007721,2852
POINT (-87.73858577683882 41.9302984523985),1425,KELVYN (WILLIAM),126,TENNIS COURT,OUTDOOR,-87.73858578,41.93029845,2853
POINT (-87.73841833027795 41.93030018960157),1426,KELVYN (WILLIAM),126,TENNIS COURT,OUTDOOR,-87.73841833,41.93030019,2854
POINT (-87.65493655147074 41.93932062080922),1427,KENMORE,1115,PLAYGROUND PARK,OUTDOOR,-87.65493655,41.93932062,2855
POINT (-87.68357680095482 41.68680971974335),1428,KENNEDY (DENNIS),48,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.6835768,41.68680972,2856
POINT (-87.68549414464916 41.68764164754647),1429,KENNEDY (DENNIS),48,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68549414,41.68764165,2857
POINT (-87.68470660239501 41.68773845038136),1430,KENNEDY (DENNIS),48,BASEBALL JR/SOFTBALL,OUTDOOR,-87.6847066,41.68773845,2858
POINT (-87.68404535441492 41.6871272457724),1431,KENNEDY (DENNIS),48,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68404535,41.68712725,2859
POINT (-87.68286136369193 41.68714437345504),1432,KENNEDY (DENNIS),48,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68286136,41.68714437,2860
POINT (-87.68475673351175 41.68670246069883),1433,KENNEDY (DENNIS),48,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68475673,41.68670246,2861
POINT (-87.68204631351317 41.687110315265386),1434,KENNEDY (DENNIS),48,POOL (OUTDOOR),OUTDOOR,-87.68204631,41.68711032,2862
POINT (-87.68221507948039 41.68768707794108),1435,KENNEDY (DENNIS),48,PLAYGROUND,OUTDOOR,-87.68221508,41.68768708,2863
POINT (-87.68237664917073 41.687004690577204),1436,KENNEDY (DENNIS),48,VOLLEYBALL (SAND),OUTDOOR,-87.68237665,41.68700469,2864
POINT (-87.68546188966154 41.68689701699506),1437,KENNEDY (DENNIS),48,BASEBALL SR,OUTDOOR,-87.68546189,41.68689702,2865
POINT (-87.68183530555196 41.686684027814195),1438,KENNEDY (DENNIS),48,SPORT ROLLER COURT,OUTDOOR,-87.68183531,41.68668403,2866
POINT (-87.68136505827634 41.68661775793527),1439,KENNEDY (DENNIS),48,TENNIS COURT,OUTDOOR,-87.68136506,41.68661776,2867
POINT (-87.68154784382733 41.68661283877011),1440,KENNEDY (DENNIS),48,TENNIS COURT,OUTDOOR,-87.68154784,41.68661284,2868
POINT (-87.6818234255606 41.686578977153616),1441,KENNEDY (DENNIS),48,SPORT ROLLER COURT,OUTDOOR,-87.68182343,41.68657898,2869
