PARK,X_COORD,Y_COORD
LINCOLN (ABRAHAM),-87.64216255,41.95217621
LINCOLN (ABRAHAM),-87.64344878,41.95186236
LINCOLN (ABRAHAM),-87.64684991,41.96751006
LINCOLN (ABRAHAM),-87.64537777,41.9679796
LINCOLN (ABRAHAM),-87.64575753,41.96842833
LINCOLN (ABRAHAM),-87.64612064,41.96910018
LINCOLN (ABRAHAM),-87.64680307,41.96789246
LINCOLN (ABRAHAM),-87.64997548,41.97317517
LINCOLN (ABRAHAM),-87.63450884,41.93390839
LINCOLN (ABRAHAM),-87.63599665,41.92088324
LINCOLN (ABRAHAM),-87.63804095,41.9300557
LINCOLN (ABRAHAM),-87.63687192,41.93817394
LINCOLN (ABRAHAM),-87.64389513,41.95326216
LINCOLN (ABRAHAM),-87.64590301,41.96345947
LINCOLN (ABRAHAM),-87.6468175,41.97052876
LINCOLN (ABRAHAM),-87.64959656,41.97263984
LINCOLN (ABRAHAM),-87.6535875,41.98478865
LINCOLN (ABRAHAM),-87.6341123,41.93407285
LINCOLN (ABRAHAM),-87.63187807,41.92364341
LINCOLN (ABRAHAM),-87.64601429,41.96670126
LINCOLN (ABRAHAM),-87.62650652,41.91495628
LINCOLN (ABRAHAM),-87.64881649,41.97762146
LINCOLN (ABRAHAM),-87.63269799,41.9337811
LINCOLN (ABRAHAM),-87.63287484,41.93377441
LINCOLN (ABRAHAM),-87.63306208,41.93376779
LINCOLN (ABRAHAM),-87.63322836,41.93377657
LINCOLN (ABRAHAM),-87.63289198,41.93410839
LINCOLN (ABRAHAM),-87.63306874,41.93410946
LINCOLN (ABRAHAM),-87.63326638,41.9341029
LINCOLN (ABRAHAM),-87.63290895,41.93445788
LINCOLN (ABRAHAM),-87.63308571,41.93445896
LINCOLN (ABRAHAM),-87.6430284,41.95000892
LINCOLN (ABRAHAM),-87.64284613,41.95004356
LINCOLN (ABRAHAM),-87.64267336,41.9500854
LINCOLN (ABRAHAM),-87.64251966,41.95013449
LINCOLN (ABRAHAM),-87.64233748,41.95016198
LINCOLN (ABRAHAM),-87.64245852,41.95047715
LINCOLN (ABRAHAM),-87.64262172,41.95043526
LINCOLN (ABRAHAM),-87.64279434,41.95040771
LINCOLN (ABRAHAM),-87.64296695,41.95038016
LINCOLN (ABRAHAM),-87.64313972,41.95033832
LINCOLN (ABRAHAM),-87.64317583,41.95249317
LINCOLN (ABRAHAM),-87.64333896,41.95245842
LINCOLN (ABRAHAM),-87.64349251,41.95242361
LINCOLN (ABRAHAM),-87.64365563,41.95238886
LINCOLN (ABRAHAM),-87.6438186,41.9523684
LINCOLN (ABRAHAM),-87.64329689,41.95280834
LINCOLN (ABRAHAM),-87.64345052,41.95276639
LINCOLN (ABRAHAM),-87.64360392,41.95274587
LINCOLN (ABRAHAM),-87.64377662,41.95271117
LINCOLN (ABRAHAM),-87.64393966,41.95268357
LINDBLOM (ROBERT),-87.67523604,41.78318809
LINDBLOM (ROBERT),-87.6752417,41.78339875
LINDBLOM (ROBERT),-87.67473555,41.7833753
LINDBLOM (ROBERT),-87.67458798,41.78336864
LINDBLOM (ROBERT),-87.67564973,41.78477596
LINDBLOM (ROBERT),-87.67441461,41.78478059
LINDBLOM (ROBERT),-87.67436912,41.78387934
LINDBLOM (ROBERT),-87.67563555,41.78386905
LINDBLOM (ROBERT),-87.67460423,41.78305576
LINDBLOM (ROBERT),-87.67447555,41.78264549
LINDBLOM (ROBERT),-87.67549471,41.78235295
LINDBLOM (ROBERT),-87.67533832,41.7823579
LINDEN,-87.72591575,41.90209219
LINDEN,-87.72584856,41.90179158
LINDEN,-87.72591485,41.901924
LITTLE VENICE,-87.68134562,41.80170822
LITTLE VENICE,-87.68161265,41.80191704
LOGAN SQUARE SKATE PARK,-87.68913302,41.92857974
LONDON (LOUIS),-87.71174519,41.85737861
LOWE (SAMUEL),-87.6414208,41.79901376
LOWE (SAMUEL),-87.64101202,41.7987252
LOWE (SAMUEL),-87.64065513,41.79907251
LOWE (SAMUEL),-87.64088424,41.79948904
LOWE (SAMUEL),-87.64116844,41.7996721
LOWE (SAMUEL),-87.64127694,41.79827219
LOYOLA,-87.66170244,42.0123889
LOYOLA,-87.65909651,42.00976787
LOYOLA,-87.6584077,42.00726255
LOYOLA,-87.66159962,42.01089057
LOYOLA,-87.6624847,42.01221106
LOYOLA,-87.6606104,42.01089571
LOYOLA,-87.66208738,42.01122718
LOYOLA,-87.65816288,42.00644341
LOYOLA,-87.65833293,42.00644004
LOYOLA,-87.65850888,42.00643233
LOYOLA,-87.65867883,42.0064377
LUELLA,-87.56723701,41.71282066
LUELLA,-87.56767197,41.71259746
LUNA,-87.64668702,41.79264196
"LUNT (ORRINGTON, STEPHEN)",-87.68751572,42.00841707
LYLE (JOHN),-87.63976837,41.75522404
MAGNOLIA,-87.70702599,41.87311719
MAGNOLIA,-87.70710487,41.87295014
MALUS,-87.63464044,41.79540168
MANDRAKE (HENRY BROWN),-87.60761404,41.82303835
MANDRAKE (HENRY BROWN),-87.60781614,41.82303194
MANDRAKE (HENRY BROWN),-87.60900133,41.82299844
MANDRAKE (HENRY BROWN),-87.60816557,41.82362582
MANDRAKE (HENRY BROWN),-87.60721372,41.82331245
MANDRAKE (HENRY BROWN),-87.60757723,41.82356832
MANDRAKE (HENRY BROWN),-87.60779298,41.82356712
MANDRAKE (HENRY BROWN),-87.60582493,41.82390629
MANN (JAMES),-87.55088649,41.65820545
MANN (JAMES),-87.55090995,41.65678178
MANN (JAMES),-87.55088906,41.65645018
MANN (JAMES),-87.55095344,41.65584184
MANN (JAMES),-87.55001809,41.65706589
MANN (JAMES),-87.55150217,41.65758789
MANN (JAMES),-87.55001655,41.65770927
MANN (JAMES),-87.55150003,41.65879952
MANN (JAMES),-87.54999514,41.65585879
MANN (JAMES),-87.55146526,41.65701469
MANN (JAMES),-87.55050734,41.65648219
MANN (JAMES),-87.55027534,41.65857515
MANN (JAMES),-87.5516294,41.65586992
MANN (JAMES),-87.55146028,41.65587347
MANN (JAMES),-87.55146251,41.65620692
MANN (JAMES),-87.55163168,41.65619867
MAPLE,-87.70984908,41.91876287
MAPLEWOOD,-87.69140379,41.91114613
MAPLEWOOD,-87.69115585,41.91177789
MAPLEWOOD,-87.69111667,41.91106632
MAPLEWOOD,-87.69125095,41.91112873
MAYFAIR,-87.74237373,41.96288589
MAYFAIR,-87.74229324,41.9630505
MCGUANE (JOHN),-87.64801929,41.84136627
MCGUANE (JOHN),-87.64739018,41.84053263
MCGUANE (JOHN),-87.64850626,41.8410126
MCGUANE (JOHN),-87.64859979,41.841145
MCGUANE (JOHN),-87.64846537,41.84038438
MCGUANE (JOHN),-87.64873394,41.84128441
MCGUANE (JOHN),-87.64807386,41.84013699
MCGUANE (JOHN),-87.64775698,41.84091351
MCGUANE (JOHN),-87.64668832,41.8409209
MCGUANE (JOHN),-87.64926335,41.84132547
MCGUANE (JOHN),-87.64895345,41.84143872
MCGUANE (JOHN),-87.64677029,41.84014643
MCGUANE (JOHN),-87.64737041,41.84131418
MCGUANE (JOHN),-87.64719067,41.84132344
MCGUANE (JOHN),-87.6470248,41.84132934
MCGUANE (JOHN),-87.64684514,41.84133171
MCGUANE (JOHN),-87.64666087,41.84133405
MCINERNEY (THOMAS),-87.64525947,41.81306031
MCINERNEY (THOMAS),-87.64467066,41.81274856
MCKEON (JOSEPH),-87.64156621,41.82920074
MCKIERNAN (DAVID),-87.70293574,41.69837094
MCKIERNAN (DAVID),-87.70326107,41.69807298
MCKIERNAN (DAVID),-87.70329025,41.69865865
MCKIERNAN (DAVID),-87.70252335,41.69812237
MCKIERNAN (DAVID),-87.70245019,41.69800145
MCKINLEY (WILLIAM),-87.68009967,41.82557566
MCKINLEY (WILLIAM),-87.68070326,41.82344676
MCKINLEY (WILLIAM),-87.68089078,41.82343308
MCKINLEY (WILLIAM),-87.67860496,41.82475399
MCKINLEY (WILLIAM),-87.68245006,41.82502511
MCKINLEY (WILLIAM),-87.68275428,41.82374921
MCKINLEY (WILLIAM),-87.68398512,41.82373645
MCKINLEY (WILLIAM),-87.68383606,41.82509028
MCKINLEY (WILLIAM),-87.68042743,41.82377132
MCKINLEY (WILLIAM),-87.68159548,41.82541689
MCKINLEY (WILLIAM),-87.6830915,41.82424381
MCKINLEY (WILLIAM),-87.68297178,41.82343012
MCKINLEY (WILLIAM),-87.68093909,41.82539699
MCKINLEY (WILLIAM),-87.6824315,41.82332841
MCKINLEY (WILLIAM),-87.68163974,41.82446273
MCKINLEY (WILLIAM),-87.68299795,41.82571714
MCKINLEY (WILLIAM),-87.68390962,41.824158
MCKINLEY (WILLIAM),-87.68373605,41.82415984
MCKINLEY (WILLIAM),-87.68374406,41.82448725
MCKINLEY (WILLIAM),-87.68392518,41.82448545
MCKINLEY (WILLIAM),-87.67655699,41.82635536
MOUNT GREENWOOD,-87.71678803,41.68911332
MOUNT GREENWOOD,-87.71668686,41.6886511
MOUNT GREENWOOD,-87.71727246,41.68906316
MOUNT GREENWOOD,-87.71726699,41.68871357
MURRAY (DAVID),-87.66794031,41.7602901
MCKINLEY (WILLIAM),-87.67672906,41.82634681
MCKINLEY (WILLIAM),-87.67690099,41.82635256
MCKINLEY (WILLIAM),-87.67707306,41.82634401
MCKINLEY (WILLIAM),-87.67723239,41.82633539
MCKINLEY (WILLIAM),-87.67740437,41.82633638
"MELLIN (CURTIS, SR.)",-87.66945737,41.98316589
MEMORIAL,-87.62882799,41.76156496
MEMORIAL,-87.62951213,41.76059343
MEMORIAL,-87.62910897,41.76155026
MERRILL (GEORGE),-87.57191408,41.71918311
MERRILL (GEORGE),-87.57204312,41.71918616
MERRILL (GEORGE),-87.57189771,41.72007312
MERRILL (GEORGE),-87.57225795,41.7193766
MERRILL (GEORGE),-87.57253478,41.71953448
MERRIMAC,-87.78497845,41.9523379
MERRIMAC,-87.7843873,41.95133099
MERRIMAC,-87.78525937,41.95135937
MERRIMAC,-87.78617895,41.95131263
MERRIMAC,-87.78450059,41.95241053
MERRIMAC,-87.78435129,41.95258741
MERRYMAN (THERON),-87.67052815,41.9499797
METCALFE (RALPH),-87.62673195,41.81722271
METCALFE (RALPH),-87.62664691,41.81695191
METCALFE (RALPH),-87.6268975,41.8177539
METCALFE (RALPH),-87.62686614,41.81892147
METCALFE (RALPH),-87.62676109,41.81878569
METCALFE (RALPH),-87.62680287,41.81835626
METCALFE (RALPH),-87.62697899,41.81834695
MEYERING (WILLIAM),-87.61560283,41.76468577
MEYERING (WILLIAM),-87.6156494,41.76413793
MEYERING (WILLIAM),-87.6164619,41.76470556
MEYERING (WILLIAM),-87.61593947,41.76490569
MIAMI,-87.71139492,41.84093115
MICEK (FRANK),-87.67762148,41.79746368
MICEK (FRANK),-87.67827868,41.79730354
MICEK (FRANK),-87.67764182,41.79729064
MICEK (FRANK),-87.67755924,41.7971069
MICEK (FRANK),-87.67789601,41.79737424
MIDWAY PLAISANCE,-87.60510127,41.78675304
MIDWAY PLAISANCE,-87.60345122,41.78676349
MIDWAY PLAISANCE,-87.60208032,41.78681757
MIDWAY PLAISANCE,-87.60034638,41.78682744
MIDWAY PLAISANCE,-87.59743752,41.78687164
MIDWAY PLAISANCE,-87.5950045,41.78687696
MIDWAY PLAISANCE,-87.59276723,41.78688348
MIDWAY PLAISANCE,-87.59894028,41.78682755
MILLARD (ALDEN),-87.71606748,41.86355346
MILLARD (ALDEN),-87.71629975,41.86354396
MILLER (SAMUEL),-87.65256344,41.87046615
MINUTEMAN,-87.76383175,41.78580667
MINUTEMAN,-87.76410216,41.78573479
MINUTEMAN,-87.76522856,41.78459975
MINUTEMAN,-87.76538945,41.78455413
MINUTEMAN,-87.76380052,41.7853923
MINUTEMAN,-87.76320792,41.7851113
MINUTEMAN,-87.76451533,41.78477386
MINUTEMAN,-87.76254075,41.78516418
MINUTEMAN,-87.76263071,41.78568089
MINUTEMAN,-87.76306564,41.78577846
MINUTEMAN,-87.76407839,41.78490261
MOCCASIN RANCH,-87.59508253,41.77733337
MONTGOMERY (MABEL),-87.68924856,41.77346656
MONTICELLO,-87.71837076,41.91420372
MONTICELLO,-87.71817619,41.91415517
MONUMENT,-87.81781471,42.00162844
MOORE (MAURICE),-87.75191069,41.87803978
MOORE (MAURICE),-87.75218035,41.87828144
MOORE (MAURICE),-87.75172547,41.87783568
MOORE (MAURICE),-87.75160652,41.87806009
MORAN (TERRANCE),-87.65456637,41.78941092
MORAN (TERRENCE),-87.65452807,41.79000664
ABBOTT (ROBERT),-87.62315397,41.72104498
ABBOTT (ROBERT),-87.62246735,41.71845619
ABBOTT (ROBERT),-87.62236841,41.71794022
ABBOTT (ROBERT),-87.62214678,41.71973311
ABBOTT (ROBERT),-87.62312677,41.72024788
ABBOTT (ROBERT),-87.62232148,41.72026649
ABBOTT (ROBERT),-87.62113853,41.72027264
ABBOTT (ROBERT),-87.6223056,41.72089146
ABBOTT (ROBERT),-87.62135133,41.72095969
ABBOTT (ROBERT),-87.62181913,41.72115411
ABBOTT (ROBERT),-87.62187173,41.72148858
ABBOTT (ROBERT),-87.62249252,41.72147894
ABBOTT (ROBERT),-87.62115173,41.71948422
ABBOTT (ROBERT),-87.62304993,41.71946564
ABBOTT (ROBERT),-87.62332866,41.72070235
ABBOTT (ROBERT),-87.62316225,41.72070132
ABBOTT (ROBERT),-87.62272255,41.7181545
ABBOTT (ROBERT),-87.62338345,41.72103629
ADA (SAWYER GARRETT),-87.65538916,41.68778537
ADA (SAWYER GARRETT),-87.65512832,41.68778383
ADA (SAWYER GARRETT),-87.65382714,41.68851845
ADA (SAWYER GARRETT),-87.65614908,41.68813315
ADA (SAWYER GARRETT),-87.65597963,41.68822812
ADA (SAWYER GARRETT),-87.65467804,41.68882573
ADA (SAWYER GARRETT),-87.65264748,41.68804188
ADA (SAWYER GARRETT),-87.65607419,41.68857669
ADA (SAWYER GARRETT),-87.6551974,41.68905006
ADA (SAWYER GARRETT),-87.65583924,41.68872452
ADA (SAWYER GARRETT),-87.65466556,41.68805381
ADA (SAWYER GARRETT),-87.65267345,41.68883446
ADA (SAWYER GARRETT),-87.65658332,41.68781299
ADA (SAWYER GARRETT),-87.65640485,41.68781194
ADA (SAWYER GARRETT),-87.65622633,41.68781603
ADA (SAWYER GARRETT),-87.65605472,41.68781502
ADAMS (GEORGE & ADELE),-87.65509194,41.91688966
ADAMS (GEORGE & ADELE),-87.65513283,41.91712286
AIELLO (JOHN),-87.77635632,41.91915087
ALGONQUIN,-87.69491847,41.93520243
ALTGELD (JOHN),-87.69306266,41.87422459
ALTGELD (JOHN),-87.69227221,41.87431723
ALTGELD (JOHN),-87.69333424,41.87442077
ALTGELD (JOHN),-87.69328059,41.87431831
ALTGELD (JOHN),-87.69193201,41.87465308
ALTGELD (JOHN),-87.69336793,41.87402277
ALTGELD (JOHN),-87.6933148,41.87469549
ALTGELD (JOHN),-87.69274617,41.87462062
AMUNDSEN (ROALD),-87.77823865,41.91395503
AMUNDSEN (ROALD),-87.78025115,41.91337706
AMUNDSEN (ROALD),-87.78022636,41.9139563
AMUNDSEN (ROALD),-87.77917296,41.91444869
AMUNDSEN (ROALD),-87.77740526,41.91438732
AMUNDSEN (ROALD),-87.77738588,41.91322499
AMUNDSEN (ROALD),-87.77954736,41.91341153
AMUNDSEN (ROALD),-87.77944815,41.91329659
AMUNDSEN (ROALD),-87.77889361,41.91335554
ANDERSON (LOUIS),-87.62091377,41.82607414
ANDERSON (LOUIS),-87.62090874,41.82586374
ANDERSON (LOUIS),-87.62088153,41.82627614
ANDERSON (LOUIS),-87.6206402,41.82591274
ANDERSON (LOUIS),-87.6206492,41.82576521
ANDERSONVILLE,-87.6692822,41.97714904
ARCHER (WILLIAM BEATTY),-87.73519041,41.80265795
ARCHER (WILLIAM BEATTY),-87.73477807,41.80386553
ARCHER (WILLIAM BEATTY),-87.73487782,41.80499408
ARCHER (WILLIAM BEATTY),-87.73510034,41.80349436
ARCHER (WILLIAM BEATTY),-87.73517322,41.80357277
ARCHER (WILLIAM BEATTY),-87.73394435,41.80254525
ARCHER (WILLIAM BEATTY),-87.73425168,41.80472623
ARCHER (WILLIAM BEATTY),-87.73426054,41.80510027
ARCHER (WILLIAM BEATTY),-87.73536074,41.80557697
ARCHER (WILLIAM BEATTY),-87.73448905,41.80309294
ARCHER (WILLIAM BEATTY),-87.73423124,41.80360873
ARCHER (WILLIAM BEATTY),-87.73432568,41.80385149
ARCHER (WILLIAM BEATTY),-87.73525526,41.80431128
ARCHER (WILLIAM BEATTY),-87.73398888,41.80312727
ARCHER (WILLIAM BEATTY),-87.7339796,41.80279939
ARCHER (WILLIAM BEATTY),-87.73508677,41.80384867
ARMOUR (PHILIP) SQUARE,-87.63365368,41.8335671
ARMOUR (PHILIP) SQUARE,-87.63498316,41.834138
ARMOUR (PHILIP) SQUARE,-87.6346386,41.83406768
ARMOUR (PHILIP) SQUARE,-87.63332293,41.83378826
ARMOUR (PHILIP) SQUARE,-87.63329985,41.83316509
ARMOUR (PHILIP) SQUARE,-87.63409303,41.83378054
ARMOUR (PHILIP) SQUARE,-87.634805,41.83423414
ARMOUR (PHILIP) SQUARE,-87.6339944,41.83430368
ARMOUR (PHILIP) SQUARE,-87.63463439,41.8337466
ARMOUR (PHILIP) SQUARE,-87.63352353,41.83426358
ARMOUR (PHILIP) SQUARE,-87.63399652,41.83319415
ARMOUR (PHILIP) SQUARE,-87.63460577,41.83302162
ARMOUR (PHILIP) SQUARE,-87.63477511,41.83301521
ARMOUR (PHILIP) SQUARE,-87.63494102,41.8330187
ARMSTRONG (LILLIAN HARDIN),-87.60972386,41.81443554
ARMSTRONG (LILLIAN HARDIN),-87.6097224,41.81425562
ARMSTRONG (LILLIAN HARDIN),-87.61062492,41.81402283
ARMSTRONG (LILLIAN HARDIN),-87.61103054,41.8135312
ARMSTRONG (LILLIAN HARDIN),-87.61109983,41.81449895
ARMSTRONG (LILLIAN HARDIN),-87.60971038,41.8137758
ARRIGO (VICTOR),-87.65923857,41.87177915
ASHE (ARTHUR) BEACH,-87.5573525,41.76263482
ASHE (ARTHUR) BEACH,-87.5578128,41.76257421
ASHE (ARTHUR) BEACH,-87.55828553,41.76218871
ASHE (ARTHUR) BEACH,-87.5581313,41.76227475
ASHMORE,-87.74818672,41.968664
ASPEN,-87.62418441,41.81712721
ASTER,-87.65585057,41.96661707
ATHLETIC FIELD,-87.71740514,41.94699225
ATHLETIC FIELD,-87.71736348,41.94746526
ATHLETIC FIELD,-87.71671386,41.94813353
ATHLETIC FIELD,-87.71669555,41.94746629
ATHLETIC FIELD,-87.71669435,41.94694919
ATHLETIC FIELD,-87.71673561,41.94715948
ATHLETIC FIELD,-87.71674053,41.94729109
AUGUSTA (CARPENTER),-87.73762549,41.89855906
AUSTIN (HENRY),-87.77243429,41.8877037
AUSTIN (HENRY),-87.77386861,41.8876601
AUSTIN (HENRY),-87.77438198,41.8877132
AUSTIN FOSTER,-87.778561,41.97632959
AUSTIN FOSTER,-87.77926093,41.97711558
AUSTIN FOSTER,-87.77896928,41.97586537
AUSTIN TOWN HALL,-87.76614604,41.88874587
AUSTIN TOWN HALL,-87.76585041,41.88843983
AUSTIN TOWN HALL,-87.76559533,41.88828634
AUSTIN TOWN HALL,-87.76609859,41.88827527
AUSTIN TOWN HALL,-87.76550919,41.88844406
AVALON,-87.59330014,41.74348588
AVALON,-87.59624793,41.74159153
AVALON,-87.59405626,41.74145752
AVALON,-87.59416984,41.74369534
AVALON,-87.59421311,41.74356525
AVALON,-87.5953072,41.74166592
AVALON,-87.59444591,41.74192602
AVALON,-87.59360155,41.74194715
AVALON,-87.59358384,41.74101732
AVALON,-87.59442795,41.74101744
AVALON,-87.59541319,41.74108221
AVALON,-87.59418045,41.74280621
AVALON,-87.59485913,41.74300715
AVALON,-87.59424803,41.74309884
AVALON,-87.59651452,41.74091928
AVALON,-87.59724859,41.74185901
AVALON,-87.59724478,41.7415721
AVALON,-87.59742216,41.74156792
AVALON,-87.59741186,41.74122785
AVALON,-87.59722029,41.74123193
AVALON,-87.59722399,41.74090788
AVALON,-87.59348816,41.74317364
AVONDALE,-87.71549142,41.94139669
AVONDALE,-87.71506101,41.94128894
AVONDALE,-87.71523733,41.94128908
AVONDALE,-87.71540701,41.94171343
AVONDALE,-87.71545552,41.94152585
AVONDALE,-87.71502429,41.94140542
BACK OF THE YARDS,-87.65790105,41.80425041
BACK OF THE YARDS,-87.65783627,41.80456521
BACK OF THE YARDS,-87.65836042,41.80440732
BACK OF THE YARDS,-87.6579763,41.80448758
BARAGA (FREDERICK),-87.68083622,41.84713682
BARAGA (FREDERICK),-87.68115406,41.84714641
BARNARD (ERASTUS),-87.66985319,41.70345312
BARRETT (JOHN),-87.67664999,41.85252841
BARRETT (JOHN),-87.67650734,41.85234408
BARTELME (MARY),-87.64989673,41.8798625
BARTELME (MARY),-87.64999641,41.87946984
BAULER (MATHIAS),-87.64155497,41.91624163
BEEHIVE,-87.5916856,41.78255561
BEILFUSS (A.W.),-87.72280202,41.91262839
BEILFUSS (A.W.),-87.72354099,41.91242491
"BELL (GEORGE,JR.)",-87.79599912,41.93513016
"BELL (GEORGE,JR.)",-87.79652644,41.93608496
"BELL (GEORGE,JR.)",-87.79596488,41.93572411
"BELL (GEORGE,JR.)",-87.79641177,41.93510806
"BELL (GEORGE,JR.)",-87.79611639,41.93475065
"BELL (GEORGE,JR.)",-87.79592819,41.93486772
"BELL (GEORGE,JR.)",-87.79647829,41.93485063
"BELL (GEORGE,JR.)",-87.79592929,41.93543344
BERGER (ALBERT),-87.65513191,41.99485801
BERGER (ALBERT),-87.65516868,41.99485823
BERGER (ALBERT),-87.65495185,41.99552007
BESSEMER (HENRY),-87.55592295,41.73144127
BESSEMER (HENRY),-87.55723058,41.73335026
BESSEMER (HENRY),-87.55721916,41.73239496
BESSEMER (HENRY),-87.55780001,41.73331457
BESSEMER (HENRY),-87.55906806,41.73331986
BESSEMER (HENRY),-87.55670652,41.73307819
BESSEMER (HENRY),-87.55834966,41.73336252
BESSEMER (HENRY),-87.55669592,41.73154744
BESSEMER (HENRY),-87.55673888,41.73220522
BESSEMER (HENRY),-87.55757891,41.73269687
BESSEMER (HENRY),-87.55832997,41.73265429
BESSEMER (HENRY),-87.55605977,41.73314104
BESSEMER (HENRY),-87.556161,41.73235613
BESSEMER (HENRY),-87.55596208,41.73200127
BESSEMER (HENRY),-87.55743956,41.73178048
BESSEMER (HENRY),-87.55784846,41.73211712
BESSEMER (HENRY),-87.55617586,41.73112383
BESSEMER (HENRY),-87.55583498,41.73112643
BESSEMER (HENRY),-87.55600539,41.73112759
BESSEMER (HENRY),-87.55635282,41.73112503
BESSEMER (HENRY),-87.55775345,41.73347654
BEVERLY,-87.68450132,41.70807655
BEVERLY,-87.68396977,41.70754106
BEVERLY,-87.6840205,41.70850062
BEVERLY,-87.68426374,41.70893186
BEVERLY,-87.68502283,41.70850628
BEVERLY,-87.68502994,41.70960134
BEVERLY,-87.68424826,41.70937469
BEVERLY,-87.68513091,41.70976933
BEVERLY,-87.68490059,41.7074513
BEVERLY,-87.68381531,41.70668951
BEVERLY,-87.6836462,41.70669308
BEVERLY,-87.68364891,41.70702341
BEVERLY,-87.6838301,41.70701991
BEVERLY,-87.68380397,41.70953502
BIRCH,-87.6152469,41.8128336
BIXLER (RAY),-87.59291698,41.79191236
BIXLER (RAY),-87.59275859,41.79197403
BLACKHAWK,-87.75223575,41.92347558
BLACKHAWK,-87.75307589,41.92303956
BLACKHAWK,-87.7519988,41.9228578
BLACKHAWK,-87.75219885,41.92285392
BLACKHAWK,-87.75327619,41.92256778
BLACKHAWK,-87.7526343,41.92299362
BLACKHAWK,-87.75330177,41.92343108
BLACKHAWK,-87.75178757,41.92316896
BLACKHAWK,-87.75215221,41.92311093
BLACKHAWK,-87.75206867,41.92348222
BLACKHAWK,-87.75191167,41.92348143
BLACKHAWK,-87.75173127,41.92348301
BLACKHAWK,-87.75157757,41.92348722
BLACKHAWK,-87.75141385,41.92349138
"BLACKWELDER (I.S., GERTRUDE)",-87.67138815,41.68264253
"BLACKWELDER (I.S., GERTRUDE)",-87.67076885,41.68399857
"BLACKWELDER (I.S., GERTRUDE)",-87.67119839,41.68347512
"BLACKWELDER (I.S., GERTRUDE)",-87.67093491,41.68305985
BOGAN (WILLIAM),-87.72015025,41.74778529
BOGAN (WILLIAM),-87.72040871,41.74783346
BOGAN (WILLIAM),-87.72077878,41.74679305
BOGAN (WILLIAM),-87.72095728,41.7474035
BOGAN (WILLIAM),-87.72017574,41.74738822
BOGAN (WILLIAM),-87.72005402,41.74666138
BOGAN (WILLIAM),-87.71968329,41.74558863
BOGAN (WILLIAM),-87.72084151,41.74605054
BOGAN (WILLIAM),-87.72152899,41.74711385
BOGAN (WILLIAM),-87.72153586,41.74743252
BOGAN (WILLIAM),-87.72142876,41.74776911
"BOLER (LEO ROSCOE, SR.)",-87.71770212,41.87000627
BOSLEY (WILLIAM),-87.65390517,41.83912987
BOSLEY (WILLIAM),-87.65426694,41.83968226
BOSLEY (WILLIAM),-87.65358682,41.8391063
BOSLEY (WILLIAM),-87.65411117,41.83934132
BOSLEY (WILLIAM),-87.65341768,41.83862347
BURNHAM (DANIEL),-87.61225458,41.86273832
BURNHAM (DANIEL),-87.61243268,41.86040159
CALUMET,-87.5303378,41.717798
INDIAN BOUNDARY,-87.69249058,42.00897198
LEONE (SAM) BEACH,-87.66221625,42.01300795
BOSLEY (WILLIAM),-87.65322548,41.83841989
BOSWELL (ARNITA YOUNG),-87.59879935,41.77374707
BRADLEY (JOSEPHINE),-87.56434624,41.71788406
BRADLEY (JOSEPHINE),-87.56364701,41.71817949
BRADLEY (JOSEPHINE),-87.56379606,41.71780793
BRADLEY (JOSEPHINE),-87.56325177,41.71831859
BRADLEY (JOSEPHINE),-87.56431292,41.71824602
BRADLEY (JOSEPHINE),-87.56379268,41.71863128
BRADLEY (JOSEPHINE),-87.56360247,41.71863725
BRAINERD,-87.65475952,41.72830097
BRAINERD,-87.65460034,41.72830237
BRAINERD,-87.65482364,41.72788025
BRAINERD,-87.65378447,41.72770409
BRAINERD,-87.65491883,41.72723291
BRAINERD,-87.65425769,41.72840848
BRAINERD,-87.65339015,41.72703218
BRAINERD,-87.65523656,41.72771377
BRAINERD,-87.65506705,41.72775251
BRAINERD,-87.65419918,41.72703696
BRAINERD,-87.65349209,41.72837166
BRAINERD,-87.65510435,41.72830419
BRAINERD,-87.65492862,41.72830315
BRAINERD,-87.6552669,41.72829769
BRANDS,-87.70004235,41.94162504
BRANDS,-87.69925422,41.94118637
BRANDS,-87.70020708,41.94134938
BRANDS,-87.69975354,41.940806
BRANDS,-87.698714,41.94083906
BRANDS,-87.70018998,41.94095804
BRANDS,-87.69878823,41.94158764
BRANDS,-87.69956381,41.94160023
BRANDS,-87.69973453,41.94160118
BRIGHTON,-87.69816558,41.82976733
BRIGHTON,-87.69818845,41.82922854
BROADWAY ARMORY,-87.65975298,41.98911796
BROADWAY ARMORY,-87.65985377,41.98934259
BROADWAY ARMORY,-87.65964116,41.98947739
BROMANN (CHARLES),-87.66037973,41.98011856
BRONCHO BILLY,-87.66048792,41.96275952
BRONCHO BILLY,-87.66061892,41.96289762
BRONCHO BILLY,-87.66073247,41.96281068
BROOKS (GWENDOLYN),-87.59996872,41.81207504
BROOKS (GWENDOLYN),-87.59961071,41.81201841
BROOKS (OSCAR),-87.80832764,42.00982088
BROOKS (OSCAR),-87.807164,42.00987251
BROOKS (OSCAR),-87.80734608,42.00987773
BROOKS (OSCAR),-87.8107469,42.00998388
BROOKS (OSCAR),-87.80886481,42.00963653
BROOKS (OSCAR),-87.80776666,42.00998414
BROOKS (OSCAR),-87.80733303,42.00958488
